Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type,31-07-2025,Estimated Asset Value (USD),Missing Valuation
TX2850,SAN ANTONIO DISTRIBUTION CENTER,,L,7,3453 N I-35,SAN ANTONIO,TX,78219,29.4461063,-98.431546,2400.0,,1986.0,4835,Greg Casar,Active,BUILDING,172601.1566,414242775.84,False
ME4282,MERRILL'S WHARF,,L,1,254 COMMERCIAL ST,PORTLAND,ME,4101,43.6535551,-70.2541395,1646.0,,2023.0,2301,Chellie Pingree,Active,BUILDING,659121.1369,1084913391.3374,False
CA8351,5521 GROSVENOR BLVD,,L,9,5521 GROSVENOR BLVD,LOS ANGELES,CA,90066,33.98085,-118.41335,33750.0,,2000.0,636,Ted Lieu,Active,BUILDING,1656802.785,55917093993.75,False
MD1115,"WEDGEWOOD SOUTH, BUILDING 1",,L,3,4510 BUCKEYSTOWN PIKE,FREDERICK,MD,21704,39.35726,-77.422261,30000.0,,2000.0,2406,David Trone,Active,BUILDING,661830.7553,19854922659.0,False
IA1493,1610 12TH AVE SW,,L,6,1610 12TH AVE SW,SPENCER,IA,51301,43.1208,-95.161631,5200.0,,2000.0,1904,Randy Feenstra,Active,BUILDING,197470.6139,1026847192.28,False
WV0232,BOARD OF TRADE BLDG,,L,3,80 12TH ST,WHEELING,WV,26003,40.06719,-80.720951,3036.0,,2000.0,5402,Alexander Mooney,Active,BUILDING,157176.4327,477187649.6772,False
NY0405,TARGETED ENFORCEMENT BUILDING,CHAMPLAIN LPOE,F,2,56 RAMP ROAD,CHAMPLAIN,NY,12919,45.00262,-73.45584,3827.55,,2007.0,3621,Elise Stefanik,Active,BUILDING,194555.1501,744669564.765255,False
MD0199,ONE WHITE FLINT NORTH,,F,11,11555 ROCKVILLE PIKE,BETHESDA,MD,20852,39.0460763,-77.110957,345183.44,,1986.0,2408,Jamie Raskin,Active,BUILDING,539978.1879,186391528424.2884,False
AZ8437,1785 KIOWA AVENUE,,L,9,1785 KIOWA AVE,LAKE HAVASU CITY,AZ,86403,34.503023,-114.351,13563.0,,2000.0,409,Paul Gosar,Active,BUILDING,388340.5523,5267062910.8449,False
MD1885,6101 EXECUTIVE BLVD.,,L,11,6101 EXECUTIVE BLVD,ROCKVILLE,MD,20852,39.04936,-77.123041,19943.0,,2000.0,2408,Jamie Raskin,Active,BUILDING,539978.1879,10768785001.2897,False
NE1433,605 IRON HORSE DRIVE,,L,6,605 IRON HORSE DR,NORFOLK,NE,68701,42.035,-97.415451,5858.0,,2000.0,3101,Mike Flood,Active,BUILDING,259273.3795,1518823457.111,False
MO2011,UNION STATION - KCMO,,L,6,30 W PERSHING RD,KANSAS CITY,MO,64108,39.08508,-94.585731,4420.0,,1900.0,2905,Emanuel Cleaver,Active,BUILDING,298545.6373,1319571716.866,False
MS2238,1200 JEFFERSON PLACE,,L,4,1200 JEFFERSON AVE,OXFORD,MS,38655,34.36848,-89.517691,4152.0,,2008.0,2801,Trent Kelly,Active,BUILDING,405453.5573,1683443169.9096,False
IN1902,ON BROADWAY BUILDING 12,,L,5,11065 BROADWAY,CROWN POINT,IN,46307,41.4171504,-87.335374,7837.0,,2000.0,1801,Frank Mrvan,Active,BUILDING,358076.284,2806243837.7079997,False
NY7434,1847-1887 ROCKAWAY PKWY,,L,2,1887 ROCKAWAY PKWY,BROOKLYN,NY,11236,40.636503,-73.892394,12600.0,,1979.0,3608,Hakeem Jeffries,Active,BUILDING,682690.7726,8601903734.76,False
OH0208,BRICKER FEDERAL BLDG,FED BLDG&PKING FACIL,F,5,200 N HIGH ST,COLUMBUS,OH,43215,39.9667,-83.000991,229733.09,,1977.0,3915,Mike Carey,Active,BUILDING,377803.2279,86793902957.44121,False
WV0236,THE HUNTINGTON STORE,,L,3,301 9TH ST,HUNTINGTON,WV,25701,38.4218857,-82.444147,8856.0,,2000.0,5401,Carol Miller,Active,BUILDING,149145.4166,1320831809.4096,False
MI3080,RADIO CENTRE TWO,,L,5,125 PARK ST,TRAVERSE CITY,MI,49684,44.76323,-85.617981,798.0,,2000.0,2601,Jack Bergman,Active,BUILDING,491207.7424,391983778.4352,False
SD0040,FB - ABERDEEN,,F,8,115 4TH AVE SE,ABERDEEN,SD,57401,45.46169,-98.486,149793.73,,1973.0,4600,Dusty Johnson,Active,BUILDING,234622.5305,35144983985.633766,False
UT1470,WASHINGTON COUNTY BUILDING,,L,8,87 N 200 E,ST. GEORGE,UT,84770,37.109547,-113.57969,31543.0,,2000.0,4902,Chris Stewart,Active,BUILDING,485533.2543,15315175440.3849,False
NC2711,1 W. 4TH ST,,L,4,1 W 4TH ST,WINSTON SALEM,NC,27101,36.098712,-80.244455,5949.0,,1984.0,3705,Virginia Foxx,Active,BUILDING,223429.6843,1329183191.9006999,False
LA1359,JUDSON WALSH RD,,L,7,I 49 S SERVICE RD,OPELOUSAS,LA,70570,30.4707866,-92.078094,9709.0,,2000.0,2204,Mike Johnson,Active,BUILDING,124607.9066,1209818165.1794,False
VA1593,USGS-HTG PLANT,USGS COMPLEX,F,11,RESTON,RESTON,VA,20192,38.9463818,-77.365355,29766.76,,1972.0,5111,Gerald Connolly,Active,STRUCTURE,,,True
WY1341,BEST IV,,L,8,620 N US HIGHWAY 14-16,GILLETTE,WY,82716,44.29856,-105.528,4200.0,,2010.0,5600,Harriet Hageman,Active,BUILDING,313194.1764,1315415540.8799999,False
AZ8531,PALM CENTER PLAZA,,L,9,520 N CAMINO MERCADO,CASA GRANDE,AZ,85122,32.874149,-111.69105,1230.0,,2000.0,406,Juan Ciscomani,Active,BUILDING,312222.6137,384033814.851,False
TX0775,USBS EAGLE PASS II ADMINISTRATION BLDG,USBS EAGLE PASS II,F,7,500 S ADAMS ST,EAGLE PASS,TX,78852,28.700238,-100.50349,14047.79,,2024.0,4823,Tony Gonzales,Active,BUILDING,229024.1879,3217283696.539741,False
GU6931,FIRST HAWAIIAN BANK BLDG,,L,9,400 ROUTE 8,BARRIGADA,GU,96913,13.4700947,144.810448,18594.0,,1994.0,6698,James Moylan,Active,BUILDING,,,True
WV0003,ELIZABETH KEE FEDERAL BUILDING,,F,3,601 FEDERAL ST,BLUEFIELD,WV,24701,37.2673748,-81.221818,37747.68,,1911.0,5401,Carol Miller,Active,BUILDING,117273.5408,4426804090.585344,False
CA7669,601 ALLERTON,,L,9,601 ALLERTON ST,REDWOOD CITY,CA,94063,37.48905,-122.2326,9824.0,,1985.0,615,Kevin Mullin,Active,BUILDING,1286238.885,12636010806.24,False
TX0075,ELDON B. MAHON UNITED STATES COURTHOUSE,,F,7,510 W 10TH ST,FORT WORTH,TX,76102,32.749636,-97.333508,120380.84,,1933.0,4812,Kay Granger,Active,BUILDING,280424.9289,33757788497.922276,False
TX0725,USBS MARCELINO SERNA TORNILLO MECHANICAL BUILDING,USBS MARCELINO SERNA TORNILLO,F,7,1400 LOWER ISLAND (FM 1109) ROAD,TORNILLO,TX,79853,31.43492,-106.14097,956.55,,2014.0,4823,Tony Gonzales,Active,BUILDING,159930.2693,152981299.098915,False
MT5399,BLM BUILDING - BILLINGS,,L,8,5001 SOUTHGATE DR,BILLINGS,MT,59101,45.75454,-108.542,66126.0,,1999.0,3002,Matthew Rosendale,Active,BUILDING,329571.4039,21793238654.291397,False
DC1433,VEHICLE SCREENING BUILDING(VSB),NEBRASKA AVE COMPLEX,F,11,3801 NEBRASKA AVE NW,WASHINGTON,DC,20016,38.93919,-77.082131,1109.22,,2011.0,1198,Eleanor Norton,Active,BUILDING,1116224.558,1238138604.22476,False
MD0545,EAST LOWRISE,WOODLAWN COMPLEX,F,3,6401 SECURITY BLVD,WOODLAWN,MD,21207,39.3116929,-76.729883,118089.37,,2000.0,2407,Kweisi Mfume,Active,BUILDING,288681.2816,34090190674.93659,False
CT0024,RICHARD C. LEE U S COURTHOUSE,,F,1,141 CHURCH ST,NEW HAVEN,CT,6510,41.3065706,-72.925311,101910.15,,1919.0,903,Rosa DeLauro,Active,BUILDING,385573.833,39293887157.10495,False
WA7913,303 BRADLEY AVENUE,,L,10,303 BRADLEY BLVD,RICHLAND,WA,99352,46.2683979,-119.26885,979.0,,2000.0,5304,Dan Newhouse,Active,BUILDING,505495.7852,494880373.7108,False
NY7541,6500 SHERIDAN DRIVE,,L,2,6500 SHERIDAN DR,BUFFALO,NY,14221,42.97824,-78.698103,4848.0,,2000.0,3626,Brian Higgins,Active,BUILDING,408477.2892,1980297898.0416,False
TX0057,TERMINAL ANNEX FEDERAL BUILDING,,F,7,207 S HOUSTON ST,DALLAS,TX,75202,32.77754,-96.807981,233324.42,,1937.0,4830,Jasmine Crockett,Active,BUILDING,284730.6403,66434611504.226135,False
NM1600,FBI LAS CRUCES,,L,7,2509 N TELSHOR BLVD,LAS CRUCES,NM,88011,32.34434,-106.76602,17072.0,,2015.0,3502,Gabe Vasquez,Active,BUILDING,357676.0434,6106245412.924801,False
SD1398,WATERTOWN USDA,,L,8,1720 4TH ST NE,WATERTOWN,SD,57201,44.92298,-97.1062,7869.0,,2011.0,4600,Dusty Johnson,Active,BUILDING,327441.3093,2576635662.8817,False
MD1024,SOUTHGATE MARKETPLACE,,L,3,337-A HOSPITAL DRIVE,GLEN BURNIE,MD,21061,39.1612364,-76.632473,9469.0,,2000.0,2403,John Sarbanes,Active,BUILDING,381485.7366,3612288439.8654,False
GA0057,WILLIAM AUGUSTUS BOOTLE FB CH,,F,4,475 MULBERRY ST,MACON,GA,31201,32.83712,-83.625501,77323.22,,1908.0,1302,Sanford Bishop,Active,BUILDING,106723.9232,8252237392.856705,False
GA2424,STATESBORO SSA BUILDING,,L,4,1050 BRANNEN ST,STATESBORO,GA,30461,32.42789,-81.754041,8086.0,,2009.0,1312,Rick Allen,Active,BUILDING,317903.7508,2570569728.9688,False
CA8421,170 RUSSELL AVENUE,,L,9,170 RUSSELL AVE,SUSANVILLE,CA,96130,40.41379,-120.63672,3406.0,,2000.0,601,Doug LaMalfa,Active,BUILDING,237264.1261,808121613.4966,False
NV8210,FEDERAL JUSTICE TOWER,,L,9,501 S LAS VEGAS BLVD,LAS VEGAS,NV,89101,36.16423,-115.14347,132277.0,,2011.0,3201,Dina Titus,Active,BUILDING,322399.0777,42645982800.922905,False
TN2221,186 COMMERCE ST BLDG,,L,4,186 COMMERCE ST,PARIS,TN,38242,36.29096,-88.309181,7160.0,,2000.0,4708,David Kustoff,Active,BUILDING,206205.2198,1476429373.768,False
TX2576,ROBERSON BUILDING,,L,7,3133 GENERAL HUDNELL DR,SAN ANTONIO,TX,78226,29.383092,-98.560926,26712.0,,2000.0,4823,Tony Gonzales,Active,BUILDING,140678.7643,3757811151.9816003,False
CO0046,FORT COLLINS FB PO,,F,8,301 S HOWES ST,FORT COLLINS,CO,80521,40.58366,-105.082,76161.8,,1972.0,802,Joe Neguse,Active,BUILDING,527678.4931,40188943855.78358,False
RI7101,BELLEVUE PLAZA,,L,1,130 BELLEVUE AVE,NEWPORT,RI,2840,41.48448,-71.308421,5028.0,,2000.0,4401,David N. Cicilline,Active,BUILDING,902686.9704,4538710087.1712,False
WI1741,WATERFORD PROFESSIONAL BUILDING,,L,5,216 PINNACLE WAY,EAU CLAIRE,WI,54701,44.81371,-91.472431,3744.0,,2007.0,5503,Derrick Van Orden,Active,BUILDING,354656.7667,1327834934.5247998,False
FL3254,"11230 NW DOLPHIN COMMERCE CENTER, MIAMI, FL",,L,4,11230 NW 20TH ST,MIAMI,FL,33172,25.792011,-80.379243,29787.0,,2009.0,1228,Carlos Gimenez,Active,BUILDING,307361.4782,9155376351.1434,False
WA7566,TACOMA FINANCIAL CTR,,L,10,1145 BROADWAY,TACOMA,WA,98402,47.2514863,-122.43933,12000.0,,2000.0,5306,Derek Kilmer,Active,BUILDING,444814.0051,5337768061.2,False
FL2366,SOUTHPOINT BOULEVARD BUILDING,,L,4,4121 SOUTHPOINT BLVD,JACKSONVILLE,FL,32216,30.25676,-81.590161,21300.0,,2000.0,1205,John Rutherford,Active,BUILDING,262974.5908,5601358784.04,False
KY3036,OLYMPIC CORPORATE CENTER II,,L,4,3900 OLYMPIC BLVD,ERLANGER,KY,41018,39.05387,-84.630641,11652.0,,2000.0,2104,Thomas Massie,Active,BUILDING,229118.1524,2669684711.7648,False
AK3431,27-12 MIDTOWN BUILDING,,L,10,9001 E FRONTAGE RD,PALMER,AK,99645,61.6000132,-149.22354,6225.0,,2000.0,200,Mary Peltola,Active,BUILDING,422223.313,2628340123.425,False
NY7619,"2108 ADAM CLAYTON POWELL JR. BLVD, NEW YORK NY 10027",,L,2,2108 ADAM CLAYTON POWELL JR BLVD,NEW YORK,NY,10027,40.80933,-73.948221,6971.0,,2000.0,3613,Adriano Espaillat,Active,BUILDING,818083.4883,5702859996.9393,False
DC0391,3015 V STREET,,L,11,3015 V ST NE,WASHINGTON,DC,20018,38.91845,-76.965091,17500.0,,2000.0,1198,Eleanor Norton,Active,BUILDING,569343.8538,9963517441.5,False
IL2564,A PERRYVILLE PLACE,,L,5,2990 N PERRYVILLE RD,ROCKFORD,IL,61107,42.3041222,-88.979415,18325.0,,2008.0,1716,Darin LaHood,Active,BUILDING,214245.2846,3926044840.295,False
OK1323,WILLIAMS CENTER TOWER 1,,L,7,1 W 3RD ST,TULSA,OK,74103,36.15359,-95.991781,56247.0,,2000.0,4001,Kevin Hern,Active,BUILDING,,,True
PA0886,701 EAST CHELTEN AVENUE,,L,3,701 E CHELTEN AVE,PHILADELPHIA,PA,19144,40.04434,-75.166201,14990.0,,2000.0,4203,Dwight Evans,Active,BUILDING,190754.3628,2859407898.372,False
TX2991,WAYSIDE BUSINESS CENTER,,L,7,8222 N BELT LINE RD,IRVING,TX,75063,32.918043,-96.992875,80523.0,,2020.0,4824,Beth Van Duyne,Active,BUILDING,617665.4223,49736272799.8629,False
VA0396,1525 WILSON BLVD,,L,11,1525 WILSON BLVD,ARLINGTON,VA,22209,38.89507,-77.075311,69998.0,,2000.0,5108,Donald Beyer,Active,BUILDING,733299.957,51329530390.086006,False
DC0469,VEHICLE MAIN FAC,,F,11,2702 S CAPITOL ST SE,WASHINGTON,DC,20032,38.8522122,-77.0160358,73570.27,,1996.0,1198,Eleanor Norton,Active,BUILDING,349235.7832,25693370863.685467,False
VA0828,DULLES PARK TECHNOLOGY CENTER,,L,11,13461 SUNRISE VALLEY DR,HERNDON,VA,20171,38.95814,-77.413221,39106.0,,2000.0,5111,Gerald Connolly,Active,BUILDING,818384.8228,32003756880.416798,False
CA8295,800 BUSINESS PARK DRIVE,,L,9,800 BUSINESS PARK DR,DIXON,CA,95620,38.45346,-121.81952,8960.0,,2008.0,604,Mike Thompson,Active,BUILDING,610979.4902,5474376232.192,False
OK0101,OKLAHOMA CITY FEDERAL BUILDING,,F,7,301 NW 6TH ST,OKLAHOMA CITY,OK,73102,35.474326,-97.518395,166965.01,,2003.0,4005,Stephanie Bice,Active,BUILDING,301632.996,50362156193.46996,False
TX2806,FULLER RIDGE I,,L,7,4500 FULLER DR,IRVING,TX,75038,32.8679,-96.947591,42286.0,,1979.0,4806,Jake Ellzey,Active,BUILDING,454799.5368,19231653213.1248,False
NC2595,LOCKLAND AVENUE BUILDING,,L,4,1370 LOCKLAND AVE,WINSTON SALEM,NC,27103,36.07072,-80.264941,15655.0,,2008.0,3705,Virginia Foxx,Active,BUILDING,279579.2075,4376812493.4125,False
PA0924,ONE RIDGEWOD PLACE,,L,3,400 BOOT RD,DOWNINGTOWN,PA,19335,40.00161,-75.689611,5452.0,,2000.0,4206,Chrissy Houlahan,Active,BUILDING,572970.5728,3123835562.9055996,False
OH1936,500 MARKET STREET,,L,5,500 MARKET ST,STEUBENVILLE,OH,43952,40.360266,-80.617122,3501.0,,2000.0,3906,Bill Johnson,Active,BUILDING,107140.1774,375097761.0774,False
FL3411,ROYAL PALM II,,L,4,900 S PINE ISLAND RD,PLANTATION,FL,33324,26.1093479,-80.261313,11888.0,,2000.0,1225,Debbie Wasserman Schultz,Active,BUILDING,372475.2783,4427986108.4304,False
OK1311,PRATT TOWER OFFICE BLDG,,L,7,125 W 15TH ST,TULSA,OK,74119,36.1406778,-95.988756,24476.0,,2000.0,4001,Kevin Hern,Active,BUILDING,164673.8763,4030557796.3188,False
ID4396,COEUR D'ALENE FBI BUILDING,,L,10,2155 W RIVERSTONE DR,COEUR D'ALENE,ID,83814,47.6984057,-116.81389,9350.0,,2000.0,1601,Russ Fulcher,Active,BUILDING,712173.9444,6658826380.14,False
DC0243,NEW PUMP HOUSE,ST ELIZABETHS COMPLEX,F,11,2701 MARTIN LUTHER KING JR AVE SE,WASHINGTON,DC,20032,38.85361,-77.000351,1994.76,,2012.0,1198,Eleanor Norton,Active,BUILDING,349235.7832,696641570.896032,False
AZ8169,PROMED,,L,9,2270 S RIDGEVIEW DR,YUMA,AZ,85364,32.68602,-114.6386,6759.0,,2006.0,407,Raul Grijalva,Active,BUILDING,264252.8169,1786084789.4271,False
OR6728,FIRST & MAIN,,L,10,100 SW MAIN ST,PORTLAND,OR,97204,45.514861,-122.67561,169910.0,,2007.0,4101,Suzanne Bonamici,Active,BUILDING,,,True
NY7701,"1 OLD COUNTRY RD, CARLE PLACE, NY 11514-1834",,L,2,1 OLD COUNTRY RD,CARLE PLACE,NY,11514,40.7427931,-73.6215975,74679.88,,2000.0,3603,George Santos,Active,BUILDING,824372.077,61564007785.71077,False
AL2278,MDA ARC,,L,4,6724 ODYSSEY DR NW,HUNTSVILLE,AL,35806,34.721955,-86.67332,92080.0,,2009.0,105,Dale Strong,Active,BUILDING,357972.2152,32962081575.615997,False
MO1868,EMPIRE BANK BLDG,,L,6,1940 W CHESTERFIELD BLVD,SPRINGFIELD,MO,65807,37.1459591,-93.319867,5323.0,,2000.0,2907,Eric Burlison,Active,BUILDING,230213.205,1225424890.215,False
MS2223,1911 BROADWAY,,L,4,1911 BROADWAY DR,HATTIESBURG,MS,39402,31.29781,-89.324691,12209.0,,2008.0,2804,Mike Ezell,Active,BUILDING,274985.8435,3357302163.2915,False
MT0590,PIEGAN POE - EMERGENCY GENERATOR BLDG 2,PIEGAN BS,F,8,EMERGENCY GENERATOR BLDG #2,BABB,MT,59411,48.99388,-113.382,460.0,,2004.0,3001,Ryan Zinke,Excess,STRUCTURE,,,True
MD1901,CALVERTON TOWER,,L,11,11785 BELTSVILLE DR,BELTSVILLE,MD,20705,39.05145,-76.934851,144843.0,,2000.0,2404,Glenn Ivey,Active,BUILDING,468663.908,67882686426.444,False
MS2109,713 SOUTH PEAR ORCHARD BLDG.,,L,4,713 S PEAR ORCHARD RD,RIDGELAND,MS,39157,32.405527,-90.12476,7277.0,,2000.0,2803,Michael Guest,Active,BUILDING,282716.357,2057326929.8890002,False
IA1486,TERRA CENTRE BUILDING,,L,6,600 4TH ST,SIOUX CITY,IA,51101,42.49376,-96.402781,14366.0,,2000.0,1904,Randy Feenstra,Active,BUILDING,177296.3946,2547040004.8236,False
PA0877,THORNHILL DRIVE BUILDING,,L,3,178 THORN HILL RD,WARRENDALE,PA,15086,40.67167,-80.113711,11380.0,,1970.0,4217,Christopher Deluzio,Active,BUILDING,378528.049,4307649197.62,False
VA0107,45610 WOODLAND,,L,11,45610 WOODLAND RD,STERLING,VA,20166,39.0209075,-77.4219907,6137.0,,2024.0,5110,Jennifer Wexton,Active,BUILDING,634664.3042,3894934834.8754,False
IN1784,SSA VINCENNES,,L,5,606 VETERANS DR,VINCENNES,IN,47591,38.6649,-87.509971,8600.0,,2000.0,1808,Larry Bucshon,Active,BUILDING,164198.346,1412105775.6,False
CO1979,"M.R. CHAMPA, LLC",,L,8,1500 CHAMPA ST,DENVER,CO,80202,39.74566,-104.995,20984.0,,1963.0,801,Diana DeGette,Active,BUILDING,576477.2244,12096798076.809599,False
NY7081,AIR CARGO BLDG NO 3,,L,2,SYRACUSE HANCOCK INT'L AIRPORT,SYRACUSE,NY,13212,43.11297,-76.11203,8765.0,,2000.0,3622,Brandon Williams,Active,BUILDING,232296.2167,2036076339.3755,False
TN2231,CEDAR RIDGE,,L,4,408 N CEDAR BLUFF RD,KNOXVILLE,TN,37923,35.92311,-84.091781,1831.0,,2000.0,4702,Tim Burchett,Active,BUILDING,402330.2261,736666643.9891001,False
WA0028,RICHARD B. ANDERSON FEDERAL BUILDING,,F,10,138 W 1 ST,PORT ANGELES,WA,98362,48.1194821,-123.43535,19193.24,,1933.0,5306,Derek Kilmer,Active,BUILDING,464219.9638,8909885178.004713,False
FL1102,"EXECUTIVE CENTER, FORT MYERS, FL",,L,4,4220 EXECUTIVE CIR,FORT MYERS,FL,33916,26.6002849,-81.844796,35630.0,,2016.0,1219,Byron Donalds,Active,BUILDING,225061.5582,8018943318.666,False
MI2170,3971 RESEARCH PARK DRIVE,,L,5,3971 RESEARCH PARK DR,ANN ARBOR,MI,48108,42.23021,-83.730761,10938.0,,2000.0,2606,Debbie Dingell,Active,BUILDING,443627.2828,4852395219.266399,False
MI0073,CHARLES CHAMBERLAIN,,F,5,315 W ALLEGAN ST,LANSING,MI,48933,42.73209,-84.556241,101859.0,,1934.0,2607,Elissa Slotkin,Active,BUILDING,170495.2576,17366476443.878403,False
PA0801,MARKET SQUARE PLAZA,,L,3,17 N 2ND ST,HARRISBURG,PA,17101,40.26034,-76.882621,12208.0,,2000.0,4210,Scott Perry,Active,BUILDING,215017.7041,2624936131.6528,False
VA0751,103-105 WEST MAIN STREET BLDG,,L,3,103 W MAIN ST,SALEM,VA,24153,37.2926,-80.061161,6612.5,,1972.0,5106,Ben Cline,Active,BUILDING,301152.3285,1991369772.20625,False
CO2149,MARINE STREET SCIENCES BUILDING,,L,8,3215 MARINE ST,BOULDER,CO,80303,40.01397,-105.25,29170.0,,2000.0,802,Joe Neguse,Active,BUILDING,837080.4483,24417636676.911003,False
TX0378,USBS DEL RIO IMPORT DOCK,USBS DEL RIO,F,7,3140 SPUR 239 INTERNATIONAL BRIDGE,DEL RIO,TX,78840,29.335163,-100.91478,20382.75,,1999.0,4823,Tony Gonzales,Active,STRUCTURE,212708.1422,4335576885.42705,False
GA2493,"IRS SNAPFINGER TECH CTR, DECATUR, GA",,L,4,5255 SNAPFINGER PARK DR,DECATUR,GA,30035,33.70429,-84.174221,18311.0,,2000.0,1304,Henry Johnson,Active,BUILDING,236845.8339,4336884064.5429,False
CO2153,MIDLAND CENTER - GLENWOOD SPRINGS,,L,8,120 MIDLAND AVE,GLENWOOD SPRINGS,CO,81601,39.55835,-107.357,6570.0,,2017.0,803,Lauren Boebert,Active,BUILDING,870105.2333,5716591382.781,False
GA0017,SAVANNAH CTH ANNEX,,F,4,124 BARNARD ST,SAVANNAH,GA,31401,32.078187,-81.093902,31120.39,,2021.0,1301,Earl Carter,Active,BUILDING,570830.0964,17764455223.705597,False
OK1519,NC 800,,L,7,1235 WESTHEIMER DR,NORMAN,OK,73069,35.2379281,-97.461434,3700.0,,2000.0,4004,Tom Cole,Active,BUILDING,241822.8382,894744501.34,False
NM1583,OFFICE AND LIGHT LABORATORY,,L,7,801 UNIVERSITY BLVD SE,ALBUQUERQUE,NM,87106,35.0726,-106.6311,5624.0,,1994.0,3501,Melanie Stansbury,Active,BUILDING,369790.769,2079703284.856,False
WV0318,16 STERLING DRIVE,,L,3,16 STERLING DR,BRIDGEPORT,WV,26330,39.256821,-80.28212,6541.0,,2000.0,5402,Alexander Mooney,Active,BUILDING,309066.9387,2021606846.0367,False
WA7814,OWEN ENTERPRISES,,L,10,1921 W HIGHWAY 101,PORT ANGELES,WA,98363,48.1049471,-123.48935,2600.0,,2000.0,5306,Derek Kilmer,Active,BUILDING,457953.0661,1190677971.86,False
OK1489,SOCIAL SECURITY ADMINISTRATION OK1489,,L,7,1306 TARBY RD,POTEAU,OK,74953,35.092764,-94.628358,6256.0,,2000.0,4002,Josh Brecheen,Active,BUILDING,180356.2719,1128308837.0063999,False
CA7467,8505 AERO DRIVE,,L,9,8505 AERO DR,SAN DIEGO,CA,92123,32.80918,-117.14409,10059.0,,2003.0,651,Sara Jacobs,Active,BUILDING,967015.5424,9727209341.0016,False
UT1542,COOR. FINANCIAL CTR.,,L,8,324 S STATE ST,SALT LAKE CITY,UT,84111,40.76209,-111.889,3206.0,,2000.0,4901,Blake Moore,Active,BUILDING,453440.0845,1453728910.907,False
MD1868,FRC BLDG 75 OFFICE,WHITE OAK FED RS CENTER,F,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20993,39.036501,-76.982792,353901.12,,2014.0,2408,Jamie Raskin,Active,BUILDING,,,True
MI2151,208 BINGHAM / 127 MAPLE,,L,5,208 BINGHAM AVE,SAULT STE MARIE,MI,49783,46.499385,-84.343762,12160.0,,2000.0,2601,Jack Bergman,Active,BUILDING,185715.0553,2258295072.448,False
OR6591,PORTLAND INTERNATIONAL CENTER - ALDERWOOD RD,,L,10,8337 NE ALDERWOOD RD,PORTLAND,OR,97220,45.5758154,-122.57461,21200.0,,2000.0,4103,Earl Blumenauer,Active,BUILDING,429972.4032,9115414947.84,False
MD0533,DOE AUDITORIUM,ERDA COMPLEX,F,11,ROUTE 118,GERMANTOWN,MD,20874,39.1813762,-77.255937,13838.33,,1957.0,2406,David Trone,Active,BUILDING,426715.763,5905033544.59579,False
MO1916,VICTPK GSA LLC,,L,6,401 NW CAPITAL DR,LEES SUMMIT,MO,64086,38.93786,-94.390251,7725.0,,2000.0,2905,Emanuel Cleaver,Active,BUILDING,373447.5302,2884882170.795,False
NV7000,SILVER CREST BUILDING CENTER,,L,9,567 W SILVER ST,ELKO,NV,89801,40.82514,-115.76898,3192.0,,1999.0,3202,Mark Amodei,Active,BUILDING,360050.8389,1149282277.7688,False
WY1262,POPO AGIE BLDG,,L,8,170 N 1ST ST,LANDER,WY,82520,42.83353,-108.727,7600.98,,2000.0,5600,Harriet Hageman,Active,BUILDING,382760.5957,2909355632.703786,False
MI3102,BUSSELL PROPERTIES (7015 METRO PLEX DRIVE,,L,5,7015 METRO PLEX DR,ROMULUS,MI,48174,42.2544961,-83.332061,9422.0,,2000.0,2613,Shri Thanedar,Active,BUILDING,222338.0799,2094869388.8178,False
MN2608,GERMAIN PLAZA,,L,5,1010 W GERMAIN ST,ST. CLOUD,MN,55306,45.55815,-94.164166,3510.0,,2000.0,2706,Tom Emmer,Active,BUILDING,422304.3158,1482288148.458,False
NY0375,ADMINISTRATIVE BLDG-MASSENA,MASSENA LPOE,F,2,30 SEAWAY INTERNATIONAL BRIDGE ROAD,ROOSEVELTOWN,NY,13683,44.930554,-74.888208,57585.76,,2009.0,3621,Elise Stefanik,Active,BUILDING,,,True
TX2159,WELLS FARGO PLAZA TX2159,,L,7,3000 BRIARCREST DR,BRYAN,TX,77802,30.66081,-96.328601,16254.0,,1984.0,4810,Michael McCaul,Active,BUILDING,283458.2834,4607330938.3836,False
CA7785,PLEASANT HILL EXECUTIVE PARK,,L,9,391 TAYLOR BLVD,PLEASANT HILL,CA,94523,37.96064,-122.07064,23080.0,,2000.0,610,Mark DeSaulnier,Active,BUILDING,988451.4652,22813459816.815998,False
AZ0611,RAUL HECTOR CASTRO LPOE MAIN BLDG,DOUGLAS BRDR STN,F,9,FIRST STREET AND PAN AMERICAN AVENUE,DOUGLAS,AZ,85607,31.3359225,-109.5601,15166.98,,1933.0,407,Raul Grijalva,Active,BUILDING,176747.6348,2680727842.0589037,False
CA8054,GRUPE BUILDING,,L,9,3255 W MARCH LN,STOCKTON,CA,95219,37.98447,-121.35424,7767.0,,1993.0,609,Josh Harder,Active,BUILDING,566823.243,4402516128.3810005,False
